DATE,TIME,LINK,CURRENCY,IMPACT,DESCRIPTION,DETAIL,ACTUAL,FORECAST,PREVIOUS,GRAPH
Fri Feb 23,9:30am,,CNY,Low Impact Expected,New Home Prices m/m,,-0.37%,,-0.45%,
Fri Feb 23,3:00pm,,EUR,Low Impact Expected,German Final GDP q/q,,-0.3%,-0.3%,-0.3%,
Fri Feb 23,4:00pm,,GBP,Low Impact Expected,MPC Member Greene Speaks,,,,,
Fri Feb 23,4:30pm,,CHF,Low Impact Expected,Gov Board Member Schlegel Speaks,,,,,
Fri Feb 23,4:33pm,,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,,-11.7%,,-8.0%,
Fri Feb 23,5:00pm,,EUR,Medium Impact Expected,German ifo Business Climate,,85.5,85.5,85.2,
Fri Feb 23,6:00pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Fri Feb 23,Day 2,,EUR,Low Impact Expected,ECOFIN Meetings,,,,,
Fri Feb 23,All Day,,EUR,Low Impact Expected,Eurogroup Meetings,,,,,
Fri Feb 23,9:30pm,,CAD,Low Impact Expected,Corporate Profits q/q,,2.7%,,4.7%,
Fri Feb 23,9:56pm,,EUR,Low Impact Expected,Belgian NBB Business Climate,,-12.8,-16.0,-16.4,
Thu Feb 22,2:00am,,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,,
Thu Feb 22,3:00am,,USD,High Impact Expected,FOMC Meeting Minutes,,,,,
Thu Feb 22,5:30am,,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,,
Thu Feb 22,5:45am,,NZD,Low Impact Expected,Trade Balance,,-976M,-200M,Revised from -323M,
Thu Feb 22,6:00am,,AUD,Low Impact Expected,Flash Manufacturing PMI,,47.7,,Revised from 50.3,
Thu Feb 22,6:00am,,AUD,Low Impact Expected,Flash Services PMI,,52.8,,Revised from 47.9,
Thu Feb 22,8:30am,,JPY,Low Impact Expected,Flash Manufacturing PMI,,47.2,48.2,48.0,
Thu Feb 22,10:05am,,NZD,Low Impact Expected,Credit Card Spending y/y,,-0.3%,,4.3%,
Thu Feb 22,2:30pm,,GBP,Low Impact Expected,MPC Member Greene Speaks,,,,,
Thu Feb 22,4:15pm,,EUR,High Impact Expected,French Flash Manufacturing PMI,,46.8,43.5,Revised from 43.2,
Thu Feb 22,4:15pm,,EUR,High Impact Expected,French Flash Services PMI,,48.0,45.7,Revised from 45.0,
Thu Feb 22,4:30pm,,EUR,High Impact Expected,German Flash Manufacturing PMI,,42.3,46.1,Revised from 45.4,
Thu Feb 22,4:30pm,,EUR,High Impact Expected,German Flash Services PMI,,48.2,48.0,Revised from 47.6,
Thu Feb 22,5:00pm,,EUR,Medium Impact Expected,Flash Manufacturing PMI,,46.1,47.0,46.6,
Thu Feb 22,5:00pm,,EUR,Medium Impact Expected,Flash Services PMI,,50.0,48.8,48.4,
Thu Feb 22,5:30pm,,GBP,High Impact Expected,Flash Manufacturing PMI,,47.1,47.5,Revised from 47.3,
Thu Feb 22,5:30pm,,GBP,High Impact Expected,Flash Services PMI,,54.3,54.2,Revised from 53.8,
Thu Feb 22,6:00pm,,EUR,Low Impact Expected,Final Core CPI y/y,,3.3%,3.3%,3.3%,
Thu Feb 22,6:00pm,,EUR,Low Impact Expected,Final CPI y/y,,2.8%,2.8%,2.8%,
Thu Feb 22,Day 1,,EUR,Low Impact Expected,ECOFIN Meetings,,,,,
Thu Feb 22,8:30pm,,EUR,Low Impact Expected,ECB Monetary Policy Meeting Accounts,,,,,
Thu Feb 22,9:30pm,,CAD,Medium Impact Expected,Core Retail Sales m/m,,0.6%,0.7%,Revised from -0.5%,
Thu Feb 22,9:30pm,,CAD,Medium Impact Expected,Retail Sales m/m,,0.9%,0.8%,Revised from -0.2%,
Thu Feb 22,9:30pm,,USD,High Impact Expected,Unemployment Claims,,201K,217K,Revised from 212K,
Thu Feb 22,10:00pm,,CNY,Low Impact Expected,CB Leading Index m/m,,-0.1%,,-0.3%,
Thu Feb 22,10:45pm,,USD,High Impact Expected,Flash Manufacturing PMI,,51.5,50.5,Revised from 50.3,
Thu Feb 22,10:45pm,,USD,High Impact Expected,Flash Services PMI,,51.3,52.4,Revised from 52.9,
Thu Feb 22,11:00pm,,USD,Medium Impact Expected,Existing Home Sales,,4.00M,3.96M,Revised from 3.78M,
Thu Feb 22,11:00pm,,USD,Low Impact Expected,FOMC Member Jefferson Speaks,,,,,
Thu Feb 22,11:30pm,,USD,Low Impact Expected,Natural Gas Storage,,-60B,-59B,-49B,
Wed Feb 21,5:45am,,NZD,Low Impact Expected,PPI Input q/q,,0.9%,0.5%,1.2%,
Wed Feb 21,5:45am,,NZD,Low Impact Expected,PPI Output q/q,,0.7%,0.4%,0.8%,
Wed Feb 21,7:30am,,AUD,Low Impact Expected,MI Leading Index m/m,,-0.1%,,0.0%,
Wed Feb 21,7:50am,,JPY,Low Impact Expected,Trade Balance,,0.24T,-0.23T,Revised from -0.41T,
Wed Feb 21,8:30am,,AUD,High Impact Expected,Wage Price Index q/q,,0.9%,0.9%,1.3%,
Wed Feb 21,3:00pm,,GBP,Low Impact Expected,Public Sector Net Borrowing,,-17.6B,-18.4B,Revised from 6.8B,
Wed Feb 21,6:35pm,,EUR,Low Impact Expected,German 10-y Bond Auction,,2.38|2.1,,2.23|1.8,
Wed Feb 21,7:00pm,,GBP,Low Impact Expected,CBI Industrial Order Expectations,,-20,-27,-30,
Wed Feb 21,9:00pm,,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,,,
Wed Feb 21,9:30pm,,CAD,Low Impact Expected,NHPI m/m,,-0.1%,0.1%,0.0%,
Wed Feb 21,10:00pm,,GBP,Low Impact Expected,MPC Member Dhingra Speaks,,,,,
Wed Feb 21,10:10pm,,USD,Medium Impact Expected,FOMC Member Barkin Speaks,,,,,
Wed Feb 21,11:00pm,,EUR,Low Impact Expected,Consumer Confidence,,-16,-16,-16,
Tue Feb 20,8:30am,,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,,,
Tue Feb 20,9:15am,,CNY,Medium Impact Expected,1-y Loan Prime Rate,,3.45%,3.45%,3.45%,
Tue Feb 20,9:15am,,CNY,Medium Impact Expected,5-y Loan Prime Rate,,3.95%,4.10%,4.20%,
Tue Feb 20,3:00pm,,CHF,Low Impact Expected,Trade Balance,,4.74B,2.35B,Revised from 1.25B,
Tue Feb 20,5:00pm,,EUR,Low Impact Expected,Current Account,,31.9B,20.3B,Revised from 24.6B,
Tue Feb 20,6:15pm,,GBP,Medium Impact Expected,Monetary Policy Report Hearings,,,,,
Tue Feb 20,9:30pm,,CAD,High Impact Expected,CPI m/m,,0.0%,0.4%,-0.3%,
Tue Feb 20,9:30pm,,CAD,High Impact Expected,Median CPI y/y,,3.3%,3.6%,Revised from 3.6%,
Tue Feb 20,9:30pm,,CAD,High Impact Expected,Trimmed CPI y/y,,3.4%,3.6%,3.7%,
Tue Feb 20,9:30pm,,CAD,Medium Impact Expected,Common CPI y/y,,3.4%,3.8%,3.9%,
Tue Feb 20,9:30pm,,CAD,Low Impact Expected,Core CPI m/m,,0.1%,,-0.5%,
Tue Feb 20,10:36pm,,NZD,Low Impact Expected,GDT Price Index,,0.5%,,4.2%,
Tue Feb 20,11:00pm,,USD,Low Impact Expected,CB Leading Index m/m,,-0.4%,-0.3%,Revised from -0.1%,
Mon Feb 19,5:30am,,NZD,Low Impact Expected,BusinessNZ Services Index,,52.1,,48.8,
Mon Feb 19,7:50am,,JPY,Low Impact Expected,Core Machinery Orders m/m,,2.7%,2.7%,-4.9%,
Mon Feb 19,8:01am,,GBP,Low Impact Expected,Rightmove HPI m/m,,0.9%,,1.3%,
Mon Feb 19,7:00pm,,EUR,Low Impact Expected,German Buba Monthly Report,,,,,
Mon Feb 19,All Day,,CAD,Non-Economic,Bank Holiday,,,,,
Mon Feb 19,All Day,,USD,Non-Economic,Bank Holiday,,,,,
Mon Feb 19,9:30pm,,CAD,Low Impact Expected,IPPI m/m,,-0.1%,-0.1%,Revised from -1.5%,
Mon Feb 19,9:30pm,,CAD,Low Impact Expected,RMPI m/m,,1.2%,0.7%,-4.9%,
Fri Feb 16,2:00am,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Fri Feb 16,2:15am,,USD,Medium Impact Expected,FOMC Member Waller Speaks,,,,,
Fri Feb 16,2:40am,,NZD,Medium Impact Expected,RBNZ Gov Orr Speaks,,,,,
Fri Feb 16,5:00am,,USD,Low Impact Expected,TIC Long-Term Purchases,,160.2B,42.6B,Revised from 126.1B,
Fri Feb 16,5:30am,,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,,47.3,,Revised from 43.1,
Fri Feb 16,8:00am,,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,,,
Fri Feb 16,All Day,,CNY,Non-Economic,Bank Holiday,,,,,
Fri Feb 16,12:30pm,,JPY,Low Impact Expected,Tertiary Industry Activity m/m,,0.7%,0.2%,Revised from -0.7%,
Fri Feb 16,3:00pm,,EUR,Low Impact Expected,German WPI m/m,,0.1%,-0.4%,-0.6%,
Fri Feb 16,3:00pm,,GBP,High Impact Expected,Retail Sales m/m,,3.4%,1.5%,Revised from -3.2%,
Fri Feb 16,3:45pm,,EUR,Low Impact Expected,French Final CPI m/m,,-0.2%,-0.2%,-0.2%,
Fri Feb 16,9:30pm,,CAD,Low Impact Expected,Foreign Securities Purchases,,10.44B,-6.45B,Revised from 11.43B,
Fri Feb 16,9:30pm,,CAD,Low Impact Expected,Wholesale Sales m/m,,0.3%,0.7%,0.9%,
Fri Feb 16,9:30pm,,USD,High Impact Expected,Core PPI m/m,,0.5%,0.1%,Revised from 0.0%,
Fri Feb 16,9:30pm,,USD,High Impact Expected,PPI m/m,,0.3%,0.1%,-0.1%,
Fri Feb 16,9:30pm,,USD,Medium Impact Expected,Building Permits,,1.47M,1.51M,Revised from 1.50M,
Fri Feb 16,9:30pm,,USD,Low Impact Expected,Housing Starts,,1.33M,1.45M,Revised from 1.46M,
Fri Feb 16,10:10pm,,USD,Low Impact Expected,FOMC Member Barr Speaks,,,,,
Fri Feb 16,11:00pm,,USD,High Impact Expected,Prelim UoM Consumer Sentiment,,79.6,80.0,Revised from 78.8,
Fri Feb 16,11:00pm,,USD,Medium Impact Expected,Prelim UoM Inflation Expectations,,3.0%,,2.9%,
Thu Feb 15,1:00am,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Thu Feb 15,3:30am,,CAD,Low Impact Expected,Gov Council Member Mendes Speaks,,,,,
Thu Feb 15,5:00am,,USD,Low Impact Expected,FOMC Member Barr Speaks,,,,,
Thu Feb 15,5:45am,,NZD,Low Impact Expected,Visitor Arrivals m/m,,-2.2%,,Revised from -1.5%,
Thu Feb 15,6:00am,,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,,
Thu Feb 15,7:50am,,JPY,Low Impact Expected,Prelim GDP Price Index y/y,,3.8%,4.0%,Revised from 5.1%,
Thu Feb 15,7:50am,,JPY,Low Impact Expected,Prelim GDP q/q,,-0.1%,0.2%,Revised from -0.5%,
Thu Feb 15,8:00am,,AUD,Low Impact Expected,MI Inflation Expectations,,4.5%,,4.5%,
Thu Feb 15,8:30am,,AUD,High Impact Expected,Employment Change,,0.5K,26.4K,Revised from -65.1K,
Thu Feb 15,8:30am,,AUD,High Impact Expected,Unemployment Rate,,4.1%,4.0%,3.9%,
Thu Feb 15,All Day,,CNY,Non-Economic,Bank Holiday,,,,,
Thu Feb 15,12:30pm,,JPY,Low Impact Expected,Revised Industrial Production m/m,,1.4%,1.8%,1.8%,
Thu Feb 15,3:00pm,,GBP,High Impact Expected,GDP m/m,,-0.1%,-0.2%,Revised from 0.3%,
Thu Feb 15,3:00pm,,GBP,Medium Impact Expected,Prelim GDP q/q,,-0.3%,-0.1%,Revised from 0.0%,
Thu Feb 15,3:00pm,,GBP,Low Impact Expected,Construction Output m/m,,-0.5%,-0.1%,Revised from -0.2%,
Thu Feb 15,3:00pm,,GBP,Low Impact Expected,Goods Trade Balance,,-14.0B,-15.0B,Revised from -14.2B,
Thu Feb 15,3:00pm,,GBP,Low Impact Expected,Index of Services 3m/3m,,-0.2%,0.1%,Revised from 0.0%,
Thu Feb 15,3:00pm,,GBP,Low Impact Expected,Industrial Production m/m,,0.6%,-0.1%,Revised from 0.3%,
Thu Feb 15,3:00pm,,GBP,Low Impact Expected,Manufacturing Production m/m,,0.8%,-0.1%,Revised from 0.4%,
Thu Feb 15,3:00pm,,GBP,Low Impact Expected,Prelim Business Investment q/q,,1.5%,-0.1%,Revised from -4.2%,
Thu Feb 15,3:30pm,,CHF,Low Impact Expected,PPI m/m,,-0.5%,-0.2%,-0.6%,
Thu Feb 15,4:00pm,,CHF,Low Impact Expected,SECO Consumer Climate,,-41,-33,-40,
Thu Feb 15,4:00pm,,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,,,
Thu Feb 15,5:00pm,,EUR,Low Impact Expected,Italian Trade Balance,,5.61B,3.65B,Revised from 3.89B,
Thu Feb 15,5:46pm,,EUR,Low Impact Expected,Spanish 10-y Bond Auction,,3.14|1.9,,3.17|1.8,
Thu Feb 15,6:00pm,,EUR,Low Impact Expected,EU Economic Forecasts,,,,,
Thu Feb 15,6:00pm,,EUR,Low Impact Expected,Trade Balance,,13.0B,15.7B,Revised from 14.8B,
Thu Feb 15,8:22pm,,GBP,Low Impact Expected,NIESR GDP Estimate,,-0.1%,,Revised from 0.0%,
Thu Feb 15,9:00pm,,GBP,Low Impact Expected,MPC Member Greene Speaks,,,,,
Thu Feb 15,9:15pm,,CAD,Low Impact Expected,Housing Starts,,224K,236K,249K,
Thu Feb 15,9:30pm,,CAD,Low Impact Expected,Manufacturing Sales m/m,,-0.7%,-0.5%,Revised from 1.2%,
Thu Feb 15,9:30pm,,USD,High Impact Expected,Core Retail Sales m/m,,-0.6%,0.2%,0.4%,
Thu Feb 15,9:30pm,,USD,High Impact Expected,Empire State Manufacturing Index,,-2.4,-13.7,-43.7,
Thu Feb 15,9:30pm,,USD,High Impact Expected,Retail Sales m/m,,-0.8%,-0.2%,Revised from 0.6%,
Thu Feb 15,9:30pm,,USD,High Impact Expected,Unemployment Claims,,212K,219K,Revised from 218K,
Thu Feb 15,9:30pm,,USD,Medium Impact Expected,Philly Fed Manufacturing Index,,5.2,-8.0,-10.6,
Thu Feb 15,9:30pm,,USD,Low Impact Expected,Import Prices m/m,,0.8%,0.0%,Revised from 0.0%,
Thu Feb 15,9:50pm,,GBP,Low Impact Expected,MPC Member Mann Speaks,,,,,
Thu Feb 15,10:15pm,,USD,Medium Impact Expected,Industrial Production m/m,,-0.1%,0.2%,Revised from 0.1%,
Thu Feb 15,10:15pm,,USD,Low Impact Expected,Capacity Utilization Rate,,78.5%,78.8%,Revised from 78.6%,
Thu Feb 15,11:00pm,,USD,Low Impact Expected,Business Inventories m/m,,0.4%,0.4%,-0.1%,
Thu Feb 15,11:00pm,,USD,Low Impact Expected,NAHB Housing Market Index,,48,46,44,
Thu Feb 15,11:30pm,,AUD,Low Impact Expected,CB Leading Index m/m,,0.3%,,Revised from 0.2%,
Thu Feb 15,11:30pm,,USD,Low Impact Expected,Natural Gas Storage,,-49B,-67B,-75B,
Wed Feb 14,5:30am,,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,,
Wed Feb 14,5:45am,,NZD,Low Impact Expected,FPI m/m,,0.9%,,-0.1%,
Wed Feb 14,All Day,,CNY,Non-Economic,Bank Holiday,,,,,
Wed Feb 14,3:00pm,,GBP,High Impact Expected,CPI y/y,,4.0%,4.1%,4.0%,
Wed Feb 14,3:00pm,,GBP,Low Impact Expected,Core CPI y/y,,5.1%,5.2%,5.1%,
Wed Feb 14,3:00pm,,GBP,Low Impact Expected,PPI Input m/m,,-0.8%,0.1%,Revised from -1.2%,
Wed Feb 14,3:00pm,,GBP,Low Impact Expected,PPI Output m/m,,-0.2%,-0.2%,Revised from -0.6%,
Wed Feb 14,3:00pm,,GBP,Low Impact Expected,RPI y/y,,4.9%,5.1%,5.2%,
Wed Feb 14,5:30pm,,GBP,Low Impact Expected,HPI y/y,,-1.4%,-1.8%,Revised from -2.1%,
Wed Feb 14,6:00pm,,EUR,Low Impact Expected,Flash Employment Change q/q,,0.3%,0.3%,Revised from 0.3%,
Wed Feb 14,6:00pm,,EUR,Low Impact Expected,Flash GDP q/q,,0.0%,0.0%,0.0%,
Wed Feb 14,6:00pm,,EUR,Low Impact Expected,Industrial Production m/m,,2.6%,-0.2%,Revised from -0.3%,
Wed Feb 14,6:33pm,,EUR,Low Impact Expected,German 30-y Bond Auction,,2.53|2.8,,2.45|2.5,
Wed Feb 14,7:33pm,,GBP,Low Impact Expected,10-y Bond Auction,,4.13|3.1,,3.97|3.1,
Wed Feb 14,10:30pm,,GBP,Low Impact Expected,CB Leading Index m/m,,-0.1%,,Revised from -0.1%,
Wed Feb 14,11:00pm,,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,,
Wed Feb 14,11:30pm,,USD,Low Impact Expected,Crude Oil Inventories,,12.0M,3.3M,5.5M,
Tue Feb 13,1:00am,,USD,Medium Impact Expected,FOMC Member Barkin Speaks,,,,,
Tue Feb 13,2:00am,,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,,
Tue Feb 13,3:00am,,USD,Low Impact Expected,Federal Budget Balance,,-21.9B,-39.3B,-129.4B,
Tue Feb 13,7:30am,,AUD,Low Impact Expected,Westpac Consumer Sentiment,,6.2%,,-1.3%,
Tue Feb 13,7:50am,,JPY,Low Impact Expected,PPI y/y,,0.2%,0.1%,Revised from 0.0%,
Tue Feb 13,8:30am,,AUD,Low Impact Expected,NAB Business Confidence,,1,,Revised from -1,
Tue Feb 13,All Day,,CNY,Non-Economic,Bank Holiday,,,,,
Tue Feb 13,10:20am,,NZD,High Impact Expected,Inflation Expectations q/q,,2.50%,,2.76%,
Tue Feb 13,1:58pm,,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,,-14.1%,,Revised from -9.9%,
Tue Feb 13,3:00pm,,GBP,High Impact Expected,Claimant Count Change,,14.1K,15.2K,Revised from 11.7K,
Tue Feb 13,3:00pm,,GBP,Medium Impact Expected,Average Earnings Index 3m/y,,5.8%,5.6%,Revised from 6.5%,
Tue Feb 13,3:00pm,,GBP,Low Impact Expected,Unemployment Rate,,3.8%,4.0%,4.2%,
Tue Feb 13,3:30pm,,CHF,High Impact Expected,CPI m/m,,0.2%,0.6%,0.0%,
Tue Feb 13,6:00pm,,EUR,Low Impact Expected,ZEW Economic Sentiment,,25.0,20.1,22.7,
Tue Feb 13,6:00pm,,EUR,Low Impact Expected,German ZEW Economic Sentiment,,19.9,17.4,15.2,
Tue Feb 13,7:00pm,,USD,Low Impact Expected,NFIB Small Business Index,,89.9,92.3,91.9,
Tue Feb 13,9:30pm,,USD,High Impact Expected,Core CPI m/m,,0.4%,0.3%,0.3%,
Tue Feb 13,9:30pm,,USD,High Impact Expected,CPI m/m,,0.3%,0.2%,0.3%,
Tue Feb 13,9:30pm,,USD,High Impact Expected,CPI y/y,,3.1%,2.9%,3.4%,
Mon Feb 12,All Day,,JPY,Non-Economic,Bank Holiday,,,,,
Mon Feb 12,8:30am,,NZD,Medium Impact Expected,RBNZ Gov Orr Speaks,,,,,
Mon Feb 12,All Day,,CNY,Non-Economic,Bank Holiday,,,,,
Mon Feb 12,10:20pm,,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,,
Mon Feb 12,10:45pm,,USD,Low Impact Expected,Cleveland Fed Inflation Expectations,,3.4%,,4.2%,
Fri Feb 9,1:05am,,USD,Medium Impact Expected,FOMC Member Barkin Speaks,,,,,
Fri Feb 9,2:01am,,USD,Medium Impact Expected,30-y Bond Auction,,4.36|2.4,,4.23|2.4,
Fri Feb 9,6:30am,,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,,
Fri Feb 9,7:50am,,JPY,Low Impact Expected,M2 Money Stock y/y,,2.4%,2.2%,2.3%,
Fri Feb 9,3:00pm,,CNY,Medium Impact Expected,New Loans,,4920B,3490B,1170B,
Fri Feb 9,3:00pm,,CNY,Low Impact Expected,M2 Money Supply y/y,,8.7%,9.4%,9.7%,
Fri Feb 9,3:00pm,,EUR,Low Impact Expected,German Final CPI m/m,,0.2%,0.2%,0.2%,
Fri Feb 9,5:00pm,,EUR,Low Impact Expected,Italian Industrial Production m/m,,1.1%,0.8%,Revised from -1.5%,
Fri Feb 9,6:30pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Fri Feb 9,9:30pm,,CAD,High Impact Expected,Employment Change,,37.3K,16.0K,0.1K,
Fri Feb 9,9:30pm,,CAD,High Impact Expected,Unemployment Rate,,5.7%,5.9%,5.8%,
Thu Feb 8,12:00am,,USD,Medium Impact Expected,FOMC Member Kugler Speaks,,,,,
Thu Feb 8,1:30am,,USD,Medium Impact Expected,FOMC Member Barkin Speaks,,,,,
Thu Feb 8,2:01am,,USD,Medium Impact Expected,10-y Bond Auction,,4.09|2.6,,4.02|2.6,
Thu Feb 8,2:30am,,CAD,Low Impact Expected,BOC Summary of Deliberations,,,,,
Thu Feb 8,3:00am,,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,,
Thu Feb 8,4:00am,,USD,Low Impact Expected,Consumer Credit m/m,,1.6B,14.9B,Revised from 23.8B,
Thu Feb 8,7:50am,,JPY,Low Impact Expected,Bank Lending y/y,,3.1%,3.2%,Revised from 3.1%,
Thu Feb 8,7:50am,,JPY,Low Impact Expected,Current Account,,1.81T,1.93T,1.89T,
Thu Feb 8,8:01am,,GBP,Low Impact Expected,RICS House Price Balance,,-18%,-22%,Revised from -30%,
Thu Feb 8,9:30am,,CNY,Medium Impact Expected,CPI y/y,,-0.8%,-0.5%,-0.3%,
Thu Feb 8,9:30am,,CNY,Medium Impact Expected,PPI y/y,,-2.5%,-2.6%,-2.7%,
Thu Feb 8,1:00pm,,JPY,Low Impact Expected,Economy Watchers Sentiment,,50.2,50.3,50.7,
Thu Feb 8,5:00pm,,EUR,Low Impact Expected,ECB Economic Bulletin,,,,,
Thu Feb 8,9:30pm,,USD,High Impact Expected,Unemployment Claims,,218K,221K,Revised from 224K,
Thu Feb 8,9:30pm,,USD,Medium Impact Expected,FOMC Member Barkin Speaks,,,,,
Thu Feb 8,11:00pm,,GBP,Low Impact Expected,MPC Member Mann Speaks,,,,,
Thu Feb 8,11:00pm,,USD,Low Impact Expected,Final Wholesale Inventories m/m,,0.4%,0.4%,0.4%,
Thu Feb 8,11:00pm,,USD,Low Impact Expected,Mortgage Delinquencies,,3.88%,,3.62%,
Thu Feb 8,11:30pm,,USD,Low Impact Expected,Natural Gas Storage,,-75B,-73B,-197B,
Wed Feb 7,1:00am,,USD,Medium Impact Expected,FOMC Member Mester Speaks,,,,,
Wed Feb 7,1:45am,,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,,
Wed Feb 7,5:30am,,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,,
Wed Feb 7,5:45am,,NZD,High Impact Expected,Employment Change q/q,,0.4%,0.3%,Revised from -0.2%,
Wed Feb 7,5:45am,,NZD,High Impact Expected,Unemployment Rate,,4.0%,4.3%,3.9%,
Wed Feb 7,5:45am,,NZD,Low Impact Expected,Labor Cost Index q/q,,1.0%,0.8%,0.8%,
Wed Feb 7,11:35am,,JPY,Low Impact Expected,30-y Bond Auction,,1.79|3.2,,1.63|3.0,
Wed Feb 7,1:00pm,,JPY,Low Impact Expected,Leading Indicators,,110.0%,109.4%,Revised from 107.7%,
Wed Feb 7,2:45pm,,CHF,Low Impact Expected,Unemployment Rate,,2.2%,2.2%,2.2%,
Wed Feb 7,3:00pm,,EUR,Low Impact Expected,German Industrial Production m/m,,-1.6%,-0.4%,Revised from -0.7%,
Wed Feb 7,3:00pm,,GBP,Low Impact Expected,Halifax HPI m/m,,1.3%,0.8%,1.1%,
Wed Feb 7,3:45pm,,EUR,Low Impact Expected,French Prelim Private Payrolls q/q,,0.0%,-0.1%,Revised from -0.1%,
Wed Feb 7,3:45pm,,EUR,Low Impact Expected,French Trade Balance,,-6.8B,-6.0B,-5.9B,
Wed Feb 7,4:00pm,,CHF,Medium Impact Expected,Foreign Currency Reserves,,662B,,654B,
Wed Feb 7,4:40pm,,GBP,Low Impact Expected,MPC Member Breeden Speaks,,,,,
Wed Feb 7,5:00pm,,EUR,Low Impact Expected,Italian Retail Sales m/m,,-0.1%,0.2%,Revised from 0.4%,
Wed Feb 7,9:30pm,,CAD,Low Impact Expected,Trade Balance,,-0.3B,1.1B,Revised from 1.6B,
Wed Feb 7,9:30pm,,USD,Low Impact Expected,Trade Balance,,-62.2B,-62.0B,Revised from -63.2B,
Wed Feb 7,11:30pm,,USD,Low Impact Expected,Crude Oil Inventories,,5.5M,1.7M,1.2M,
Tue Feb 6,1:30am,,GBP,Low Impact Expected,MPC Member Pill Speaks,,,,,
Tue Feb 6,3:00am,,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,,,
Tue Feb 6,3:00am,,USD,Low Impact Expected,Loan Officer Survey,,,,,
Tue Feb 6,All Day,,NZD,Non-Economic,Bank Holiday,,,,,
Tue Feb 6,7:30am,,JPY,Low Impact Expected,Average Cash Earnings y/y,,1.0%,1.3%,Revised from 0.2%,
Tue Feb 6,7:30am,,JPY,Low Impact Expected,Household Spending y/y,,-2.5%,-2.0%,-2.9%,
Tue Feb 6,8:01am,,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,,1.4%,1.2%,1.9%,
Tue Feb 6,11:30am,,AUD,High Impact Expected,Cash Rate,,4.35%,4.35%,4.35%,
Tue Feb 6,11:30am,,AUD,High Impact Expected,RBA Rate Statement,,,,,
Tue Feb 6,11:30am,,AUD,Medium Impact Expected,RBA Monetary Policy Statement,,,,,
Tue Feb 6,12:30pm,,AUD,High Impact Expected,RBA Press Conference,,,,,
Tue Feb 6,3:00pm,,EUR,Low Impact Expected,German Factory Orders m/m,,8.9%,-0.1%,Revised from 0.3%,
Tue Feb 6,5:30pm,,GBP,Medium Impact Expected,Construction PMI,,48.8,47.2,46.8,
Tue Feb 6,6:00pm,,EUR,Low Impact Expected,Retail Sales m/m,,-1.1%,-0.9%,Revised from -0.3%,
Tue Feb 6,9:30pm,,CAD,Low Impact Expected,Building Permits m/m,,-14.0%,1.8%,Revised from -3.9%,
Tue Feb 6,11:00pm,,CAD,Medium Impact Expected,Ivey PMI,,56.5,55.0,56.3,
Tue Feb 6,11:06pm,,USD,Low Impact Expected,RCM/TIPP Economic Optimism,,44.0,47.2,44.7,
Tue Feb 6,11:19pm,,NZD,Low Impact Expected,GDT Price Index,,4.2%,,2.3%,
Mon Feb 5,8:00am,,AUD,Low Impact Expected,MI Inflation Gauge m/m,,0.3%,,1.0%,
Mon Feb 5,8:00am,,NZD,Low Impact Expected,ANZ Commodity Prices m/m,,2.2%,,2.4%,
Mon Feb 5,8:00am,,USD,High Impact Expected,Fed Chair Powell Speaks,,,,,
Mon Feb 5,8:30am,,AUD,Low Impact Expected,ANZ Job Advertisements m/m,,1.7%,,Revised from 0.1%,
Mon Feb 5,8:30am,,AUD,Low Impact Expected,Goods Trade Balance,,10.96B,10.51B,Revised from 11.44B,
Mon Feb 5,9:45am,,CNY,Medium Impact Expected,Caixin Services PMI,,52.7,53.0,52.9,
Mon Feb 5,3:00pm,,EUR,Low Impact Expected,German Trade Balance,,22.2B,19.0B,Revised from 20.4B,
Mon Feb 5,4:15pm,,EUR,Low Impact Expected,Spanish Services PMI,,52.1,52.2,51.5,
Mon Feb 5,4:45pm,,EUR,Low Impact Expected,Italian Services PMI,,51.2,50.7,49.8,
